2019-04-10 17:06:11.040 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.class.path=D:\Program Files\Java\jdk8\jre\lib\charsets.jar;D:\Program Files\Java\jdk8\jre\lib\deploy.jar;D:\Program Files\Java\jdk8\jre\lib\ext\access-bridge-64.jar;D:\Program Files\Java\jdk8\jre\lib\ext\cldrdata.jar;D:\Program Files\Java\jdk8\jre\lib\ext\dnsns.jar;D:\Program Files\Java\jdk8\jre\lib\ext\jaccess.jar;D:\Program Files\Java\jdk8\jre\lib\ext\jfxrt.jar;D:\Program Files\Java\jdk8\jre\lib\ext\localedata.jar;D:\Program Files\Java\jdk8\jre\lib\ext\nashorn.jar;D:\Program Files\Java\jdk8\jre\lib\ext\sunec.jar;D:\Program Files\Java\jdk8\jre\lib\ext\sunjce_provider.jar;D:\Program Files\Java\jdk8\jre\lib\ext\sunmscapi.jar;D:\Program Files\Java\jdk8\jre\lib\ext\sunpkcs11.jar;D:\Program Files\Java\jdk8\jre\lib\ext\zipfs.jar;D:\Program Files\Java\jdk8\jre\lib\javaws.jar;D:\Program Files\Java\jdk8\jre\lib\jce.jar;D:\Program Files\Java\jdk8\jre\lib\jfr.jar;D:\Program Files\Java\jdk8\jre\lib\jfxswt.jar;D:\Program Files\Java\jdk8\jre\lib\jsse.jar;D:\Program Files\Java\jdk8\jre\lib\management-agent.jar;D:\Program Files\Java\jdk8\jre\lib\plugin.jar;D:\Program Files\Java\jdk8\jre\lib\resources.jar;D:\Program Files\Java\jdk8\jre\lib\rt.jar;F:\ideaProject\framework_msa\webserver\target\classes;F:\ideaProject\framework_msa\registry\target\classes;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-starter\2.1.4.RELEASE\spring-boot-starter-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot\2.1.4.RELEASE\spring-boot-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-autoconfigure\2.1.4.RELEASE\spring-boot-autoconfigure-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-starter-logging\2.1.4.RELEASE\spring-boot-starter-logging-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\ch\qos\logback\logback-classic\1.2.3\logback-classic-1.2.3.jar;C:\Users\Administrator\.m2\repository\ch\qos\logback\logback-core\1.2.3\logback-core-1.2.3.jar;C:\Users\Administrator\.m2\repository\org\apache\logging\log4j\log4j-to-slf4j\2.11.2\log4j-to-slf4j-2.11.2.jar;C:\Users\Administrator\.m2\repository\org\apache\logging\log4j\log4j-api\2.11.2\log4j-api-2.11.2.jar;C:\Users\Administrator\.m2\repository\org\slf4j\jul-to-slf4j\1.7.26\jul-to-slf4j-1.7.26.jar;C:\Users\Administrator\.m2\repository\javax\annotation\javax.annotation-api\1.3.2\javax.annotation-api-1.3.2.jar;C:\Users\Administrator\.m2\repository\org\yaml\snakeyaml\1.23\snakeyaml-1.23.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-core\5.1.6.RELEASE\spring-core-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-jcl\5.1.6.RELEASE\spring-jcl-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-starter-web\2.1.4.RELEASE\spring-boot-starter-web-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-starter-json\2.1.4.RELEASE\spring-boot-starter-json-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\core\jackson-databind\2.9.8\jackson-databind-2.9.8.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\core\jackson-annotations\2.9.0\jackson-annotations-2.9.0.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\core\jackson-core\2.9.8\jackson-core-2.9.8.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jdk8\2.9.8\jackson-datatype-jdk8-2.9.8.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\datatype\jackson-datatype-jsr310\2.9.8\jackson-datatype-jsr310-2.9.8.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\jackson\module\jackson-module-parameter-names\2.9.8\jackson-module-parameter-names-2.9.8.jar;C:\Users\Administrator\.m2\repository\org\springframework\boot\spring-boot-starter-tomcat\2.1.4.RELEASE\spring-boot-starter-tomcat-2.1.4.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\9.0.17\tomcat-embed-core-9.0.17.jar;C:\Users\Administrator\.m2\repository\org\apache\tomcat\embed\tomcat-embed-el\9.0.17\tomcat-embed-el-9.0.17.jar;C:\Users\Administrator\.m2\repository\org\apache\tomcat\embed\tomcat-embed-websocket\9.0.17\tomcat-embed-websocket-9.0.17.jar;C:\Users\Administrator\.m2\repository\org\hibernate\validator\hibernate-validator\6.0.16.Final\hibernate-validator-6.0.16.Final.jar;C:\Users\Administrator\.m2\repository\javax\validation\validation-api\2.0.1.Final\validation-api-2.0.1.Final.jar;C:\Users\Administrator\.m2\repository\org\jboss\logging\jboss-logging\3.3.2.Final\jboss-logging-3.3.2.Final.jar;C:\Users\Administrator\.m2\repository\com\fasterxml\classmate\1.4.0\classmate-1.4.0.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-web\5.1.6.RELEASE\spring-web-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-beans\5.1.6.RELEASE\spring-beans-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-webmvc\5.1.6.RELEASE\spring-webmvc-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-aop\5.1.6.RELEASE\spring-aop-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-context\5.1.6.RELEASE\spring-context-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\springframework\spring-expression\5.1.6.RELEASE\spring-expression-5.1.6.RELEASE.jar;C:\Users\Administrator\.m2\repository\org\apache\zookeeper\zookeeper\3.4.8\zookeeper-3.4.8.jar;C:\Users\Administrator\.m2\repository\org\slf4j\slf4j-api\1.7.26\slf4j-api-1.7.26.jar;C:\Users\Administrator\.m2\repository\log4j\log4j\1.2.16\log4j-1.2.16.jar;C:\Users\Administrator\.m2\repository\jline\jline\0.9.94\jline-0.9.94.jar;C:\Users\Administrator\.m2\repository\io\netty\netty\3.7.0.Final\netty-3.7.0.Final.jar;C:\Program Files\JetBrains\IntelliJ IDEA 2018.2.5\lib\idea_rt.jar
2019-04-10 17:06:11.044 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.library.path=D:\Program Files\Java\jdk8\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:\WeChat\apache-maven-3.2.5\bin;D:\Program Files\Java\jdk8\bin;D:\Program Files\Java\jdk8\jre\bin;D:\worksoft\mysql-5.0.20a-win32\bin;D:\worksoft\apache-tomcat-6.0.18\bin;C:\windows\system32\;D:\Program Files\VisualSVN Server\bin;C:\Program Files\TortoiseSVN\bin;C:\Program Files (x86)\Tesseract-OCR;C:\Program Files (x86)\QuickTime\QTSystem\;D:\Program Files\nodejs\;D:\Program Files\Apache24\bin;D:\WeChat\apache-maven-3.2.5\bin;D:\Program Files\Java\jdk8\bin;D:\Program Files\Java\jdk8\jre\bin;D:\worksoft\mysql-5.0.20a-win32\bin;D:\worksoft\apache-tomcat-6.0.18\bin;C:\Program Files (x86)\Tesseract-OCR;C:\Users\Administrator\AppData\Roaming\npm;E:\Program Files\Git\Git\usr\bin;D:\Program Files\Apache24\bin;C:\Users\Administrator\AppData\Local\GitHubDesktop\bin;C:\Program Files\Docker Toolbox;.
2019-04-10 17:06:11.044 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.io.tmpdir=C:\Users\ADMINI~1\AppData\Local\Temp\
2019-04-10 17:06:11.044 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:java.compiler=<NA>
2019-04-10 17:06:11.044 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.name=Windows 7
2019-04-10 17:06:11.046 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.arch=amd64
2019-04-10 17:06:11.049 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:os.version=6.1
2019-04-10 17:06:11.049 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.name=Administrator
2019-04-10 17:06:11.049 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.home=C:\Users\Administrator
2019-04-10 17:06:11.049 [main] INFO  org.apache.zookeeper.ZooKeeper - Client environment:user.dir=F:\ideaProject\framework_msa
2019-04-10 17:06:11.050 [main] INFO  org.apache.zookeeper.ZooKeeper - Initiating client connection, connectString=127.0.0.1:2181,127.0.0.1:2182,127.0.0.1:2183 sessionTimeout=500 watcher=com.ytcf.msa.framework.registry.scanbase.util.zookeeper.impl.ServiceRegistryImpl@1a69561c
2019-04-10 17:06:11.073 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:11.241 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 171ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:11.341 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:11.508 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:11.609 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:11.776 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:12.877 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:13.045 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:13.145 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:13.312 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:13.412 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:13.578 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:14.678 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:14.845 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:14.946 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:15.112 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:15.213 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:15.379 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:16.480 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:16.646 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:16.746 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:16.913 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 167ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:17.014 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2182. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:17.180 [main-SendThread(127.0.0.1:2182)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:18.280 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2183. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:18.446 [main-SendThread(127.0.0.1:2183)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 1166ms for sessionid 0x0, closing socket connection and attempting reconnect
2019-04-10 17:06:18.547 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Opening socket connection to server 127.0.0.1/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
2019-04-10 17:06:18.715 [main-SendThread(127.0.0.1:2181)] INFO  org.apache.zookeeper.ClientCnxn - Client session timed out, have not heard from server in 168ms for sessionid 0x0, closing socket connection and attempting reconnect
